"filename", "language", "YAML", "Python", "Markdown", "Shell Script", "JSON", "HTML", "CSS", "JavaScript", "C++", "Rust", "Docker", "XML", "vue", "Less", "Java", "Log", "comment", "blank", "total"
"d:\se\carplate\yolov10-pose\CameraTest.py", "Python", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 10, 220
"d:\se\carplate\yolov10-pose\README.md", "Markdown", 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 228
"d:\se\carplate\yolov10-pose\README.zh-CN.md", "Markdown", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 300
"d:\se\carplate\yolov10-pose\camera.py", "Python", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 68
"d:\se\carplate\yolov10-pose\create_dataset_yolo-pose.py", "Python", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 89
"d:\se\carplate\yolov10-pose\detect_tools.py", "Python", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 21, 92
"d:\se\carplate\yolov10-pose\docker\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 43, 23, 87
"d:\se\carplate\yolov10-pose\docs\README.md", "Markdown", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 146
"d:\se\carplate\yolov10-pose\docs\build_docs.py", "Python", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 42, 174
"d:\se\carplate\yolov10-pose\docs\build_reference.py", "Python", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34, 146
"d:\se\carplate\yolov10-pose\docs\coming_soon_template.md", "Markdown", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 35
"d:\se\carplate\yolov10-pose\docs\en\guides\analytics.md", "Markdown", 0, 0, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 327
"d:\se\carplate\yolov10-pose\docs\en\guides\azureml-quickstart.md", "Markdown", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 153
"d:\se\carplate\yolov10-pose\docs\en\guides\conda-quickstart.md", "Markdown", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 130
"d:\se\carplate\yolov10-pose\docs\en\guides\coral-edge-tpu-on-raspberry-pi.md", "Markdown", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 141
"d:\se\carplate\yolov10-pose\docs\en\guides\data-collection-and-annotation.md", "Markdown", 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 169
"d:\se\carplate\yolov10-pose\docs\en\guides\defining-project-goals.md", "Markdown", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 145
"d:\se\carplate\yolov10-pose\docs\en\guides\distance-calculation.md", "Markdown", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 104
"d:\se\carplate\yolov10-pose\docs\en\guides\docker-quickstart.md", "Markdown", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 227
"d:\se\carplate\yolov10-pose\docs\en\guides\heatmaps.md", "Markdown", 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 332
"d:\se\carplate\yolov10-pose\docs\en\guides\hyperparameter-tuning.md", "Markdown", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 208
"d:\se\carplate\yolov10-pose\docs\en\guides\index.md", "Markdown", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 58
"d:\se\carplate\yolov10-pose\docs\en\guides\instance-segmentation-and-tracking.md", "Markdown", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 138
"d:\se\carplate\yolov10-pose\docs\en\guides\isolating-segmentation-objects.md", "Markdown", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 310
"d:\se\carplate\yolov10-pose\docs\en\guides\kfold-cross-validation.md", "Markdown", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 283
"d:\se\carplate\yolov10-pose\docs\en\guides\model-deployment-options.md", "Markdown", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 306
"d:\se\carplate\yolov10-pose\docs\en\guides\nvidia-jetson.md", "Markdown", 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 357
"d:\se\carplate\yolov10-pose\docs\en\guides\object-blurring.md", "Markdown", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 102
"d:\se\carplate\yolov10-pose\docs\en\guides\object-counting.md", "Markdown", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 256
"d:\se\carplate\yolov10-pose\docs\en\guides\object-cropping.md", "Markdown", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 114
"d:\se\carplate\yolov10-pose\docs\en\guides\optimizing-openvino-latency-vs-throughput-modes.md", "Markdown", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 69
"d:\se\carplate\yolov10-pose\docs\en\guides\parking-management.md", "Markdown", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 123
"d:\se\carplate\yolov10-pose\docs\en\guides\preprocessing_annotated_data.md", "Markdown", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 157
"d:\se\carplate\yolov10-pose\docs\en\guides\queue-management.md", "Markdown", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 143
"d:\se\carplate\yolov10-pose\docs\en\guides\raspberry-pi.md", "Markdown", 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 378
"d:\se\carplate\yolov10-pose\docs\en\guides\region-counting.md", "Markdown", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 87
"d:\se\carplate\yolov10-pose\docs\en\guides\ros-quickstart.md", "Markdown", 0, 0, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 515
"d:\se\carplate\yolov10-pose\docs\en\guides\sahi-tiled-inference.md", "Markdown", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 206
"d:\se\carplate\yolov10-pose\docs\en\guides\security-alarm-system.md", "Markdown", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 179
"d:\se\carplate\yolov10-pose\docs\en\guides\speed-estimation.md", "Markdown", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 111
"d:\se\carplate\yolov10-pose\docs\en\guides\steps-of-a-cv-project.md", "Markdown", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 212
"d:\se\carplate\yolov10-pose\docs\en\guides\triton-inference-server.md", "Markdown", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 145
"d:\se\carplate\yolov10-pose\docs\en\guides\view-results-in-terminal.md", "Markdown", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 142
"d:\se\carplate\yolov10-pose\docs\en\guides\vision-eye.md", "Markdown", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 180
"d:\se\carplate\yolov10-pose\docs\en\guides\workouts-monitoring.md", "Markdown", 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 159
"d:\se\carplate\yolov10-pose\docs\en\guides\yolo-common-issues.md", "Markdown", 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 288
"d:\se\carplate\yolov10-pose\docs\en\guides\yolo-performance-metrics.md", "Markdown", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 177
"d:\se\carplate\yolov10-pose\docs\en\guides\yolo-thread-safe-inference.md", "Markdown", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 114
"d:\se\carplate\yolov10-pose\docs\en\help\CI.md", "Markdown", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 62
"d:\se\carplate\yolov10-pose\docs\en\help\CLA.md", "Markdown", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29
"d:\se\carplate\yolov10-pose\docs\en\help\FAQ.md", "Markdown", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 40
"d:\se\carplate\yolov10-pose\docs\en\help\code_of_conduct.md", "Markdown", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 86
"d:\se\carplate\yolov10-pose\docs\en\help\contributing.md", "Markdown", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 132
"d:\se\carplate\yolov10-pose\docs\en\help\environmental-health-safety.md", "Markdown", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 38
"d:\se\carplate\yolov10-pose\docs\en\help\index.md", "Markdown", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"d:\se\carplate\yolov10-pose\docs\en\help\minimum_reproducible_example.md", "Markdown", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 80
"d:\se\carplate\yolov10-pose\docs\en\help\privacy.md", "Markdown", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 138
"d:\se\carplate\yolov10-pose\docs\en\help\security.md", "Markdown", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 37
"d:\se\carplate\yolov10-pose\docs\en\hub\api\index.md", "Markdown", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 35
"d:\se\carplate\yolov10-pose\docs\en\hub\app\android.md", "Markdown", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 101
"d:\se\carplate\yolov10-pose\docs\en\hub\app\index.md", "Markdown", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49
"d:\se\carplate\yolov10-pose\docs\en\hub\app\ios.md", "Markdown", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 91
"d:\se\carplate\yolov10-pose\docs\en\hub\cloud-training.md", "Markdown", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 104
"d:\se\carplate\yolov10-pose\docs\en\hub\datasets.md", "Markdown", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 168
"d:\se\carplate\yolov10-pose\docs\en\hub\index.md", "Markdown", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 79
"d:\se\carplate\yolov10-pose\docs\en\hub\inference-api.md", "Markdown", 0, 0, 331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 446
"d:\se\carplate\yolov10-pose\docs\en\hub\integrations.md", "Markdown", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 142
"d:\se\carplate\yolov10-pose\docs\en\hub\models.md", "Markdown", 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 309
"d:\se\carplate\yolov10-pose\docs\en\hub\pro.md", "Markdown", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 61
"d:\se\carplate\yolov10-pose\docs\en\hub\projects.md", "Markdown", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 182
"d:\se\carplate\yolov10-pose\docs\en\hub\quickstart.md", "Markdown", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 102
"d:\se\carplate\yolov10-pose\docs\en\hub\teams.md", "Markdown", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 192
"d:\se\carplate\yolov10-pose\docs\en\index.md", "Markdown", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 96
"d:\se\carplate\yolov10-pose\docs\en\integrations\amazon-sagemaker.md", "Markdown", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 172
"d:\se\carplate\yolov10-pose\docs\en\integrations\clearml.md", "Markdown", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 188
"d:\se\carplate\yolov10-pose\docs\en\integrations\comet.md", "Markdown", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 179
"d:\se\carplate\yolov10-pose\docs\en\integrations\coreml.md", "Markdown", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 127
"d:\se\carplate\yolov10-pose\docs\en\integrations\dvc.md", "Markdown", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 172
"d:\se\carplate\yolov10-pose\docs\en\integrations\edge-tpu.md", "Markdown", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 119
"d:\se\carplate\yolov10-pose\docs\en\integrations\google-colab.md", "Markdown", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 111
"d:\se\carplate\yolov10-pose\docs\en\integrations\gradio.md", "Markdown", 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 119
"d:\se\carplate\yolov10-pose\docs\en\integrations\index.md", "Markdown", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 115
"d:\se\carplate\yolov10-pose\docs\en\integrations\mlflow.md", "Markdown", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 118
"d:\se\carplate\yolov10-pose\docs\en\integrations\ncnn.md", "Markdown", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 121
"d:\se\carplate\yolov10-pose\docs\en\integrations\neural-magic.md", "Markdown", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 163
"d:\se\carplate\yolov10-pose\docs\en\integrations\onnx.md", "Markdown", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 135
"d:\se\carplate\yolov10-pose\docs\en\integrations\openvino.md", "Markdown", 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 285
"d:\se\carplate\yolov10-pose\docs\en\integrations\paddlepaddle.md", "Markdown", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 123
"d:\se\carplate\yolov10-pose\docs\en\integrations\paperspace.md", "Markdown", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 87
"d:\se\carplate\yolov10-pose\docs\en\integrations\ray-tune.md", "Markdown", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 186
"d:\se\carplate\yolov10-pose\docs\en\integrations\roboflow.md", "Markdown", 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 244
"d:\se\carplate\yolov10-pose\docs\en\integrations\tensorboard.md", "Markdown", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 154
"d:\se\carplate\yolov10-pose\docs\en\integrations\tensorrt.md", "Markdown", 0, 0, 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 456
"d:\se\carplate\yolov10-pose\docs\en\integrations\tf-graphdef.md", "Markdown", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 127
"d:\se\carplate\yolov10-pose\docs\en\integrations\tf-savedmodel.md", "Markdown", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 121
"d:\se\carplate\yolov10-pose\docs\en\integrations\tfjs.md", "Markdown", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 119
"d:\se\carplate\yolov10-pose\docs\en\integrations\tflite.md", "Markdown", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 123
"d:\se\carplate\yolov10-pose\docs\en\integrations\torchscript.md", "Markdown", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 127
"d:\se\carplate\yolov10-pose\docs\en\integrations\weights-biases.md", "Markdown", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 152
"d:\se\carplate\yolov10-pose\docs\en\models\fast-sam.md", "Markdown", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 241
"d:\se\carplate\yolov10-pose\docs\en\models\index.md", "Markdown", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 98
"d:\se\carplate\yolov10-pose\docs\en\models\mobile-sam.md", "Markdown", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 120
"d:\se\carplate\yolov10-pose\docs\en\models\rtdetr.md", "Markdown", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 104
"d:\se\carplate\yolov10-pose\docs\en\models\sam.md", "Markdown", 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 228
"d:\se\carplate\yolov10-pose\docs\en\models\yolo-nas.md", "Markdown", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 121
"d:\se\carplate\yolov10-pose\docs\en\models\yolo-world.md", "Markdown", 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 338
"d:\se\carplate\yolov10-pose\docs\en\models\yolov10.md", "Markdown", 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 209
"d:\se\carplate\yolov10-pose\docs\en\models\yolov3.md", "Markdown", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 99
"d:\se\carplate\yolov10-pose\docs\en\models\yolov4.md", "Markdown", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 71
"d:\se\carplate\yolov10-pose\docs\en\models\yolov5.md", "Markdown", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 115
"d:\se\carplate\yolov10-pose\docs\en\models\yolov6.md", "Markdown", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 107
"d:\se\carplate\yolov10-pose\docs\en\models\yolov7.md", "Markdown", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 66
"d:\se\carplate\yolov10-pose\docs\en\models\yolov8.md", "Markdown", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 187
"d:\se\carplate\yolov10-pose\docs\en\models\yolov9.md", "Markdown", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 180
"d:\se\carplate\yolov10-pose\docs\en\modes\benchmark.md", "Markdown", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 107
"d:\se\carplate\yolov10-pose\docs\en\modes\export.md", "Markdown", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 113
"d:\se\carplate\yolov10-pose\docs\en\modes\index.md", "Markdown", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 74
"d:\se\carplate\yolov10-pose\docs\en\modes\predict.md", "Markdown", 0, 0, 581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 803
"d:\se\carplate\yolov10-pose\docs\en\modes\track.md", "Markdown", 0, 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 370
"d:\se\carplate\yolov10-pose\docs\en\modes\train.md", "Markdown", 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 339
"d:\se\carplate\yolov10-pose\docs\en\modes\val.md", "Markdown", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 124
"d:\se\carplate\yolov10-pose\docs\en\quickstart.md", "Markdown", 0, 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 340
"d:\se\carplate\yolov10-pose\docs\en\reference\cfg\__init__.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 69
"d:\se\carplate\yolov10-pose\docs\en\reference\data\annotator.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\se\carplate\yolov10-pose\docs\en\reference\data\augment.md", "Markdown", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 89
"d:\se\carplate\yolov10-pose\docs\en\reference\data\base.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\se\carplate\yolov10-pose\docs\en\reference\data\build.md", "Markdown", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45
"d:\se\carplate\yolov10-pose\docs\en\reference\data\converter.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 41
"d:\se\carplate\yolov10-pose\docs\en\reference\data\dataset.md", "Markdown", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 37
"d:\se\carplate\yolov10-pose\docs\en\reference\data\explorer\explorer.md", "Markdown", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22
"d:\se\carplate\yolov10-pose\docs\en\reference\data\explorer\gui\dash.md", "Markdown", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 58
"d:\se\carplate\yolov10-pose\docs\en\reference\data\explorer\utils.md", "Markdown", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 34
"d:\se\carplate\yolov10-pose\docs\en\reference\data\loaders.md", "Markdown", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45
"d:\se\carplate\yolov10-pose\docs\en\reference\data\split_dota.md", "Markdown", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 45
"d:\se\carplate\yolov10-pose\docs\en\reference\data\utils.md", "Markdown", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 77
"d:\se\carplate\yolov10-pose\docs\en\reference\engine\exporter.md", "Markdown", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33
"d:\se\carplate\yolov10-pose\docs\en\reference\engine\model.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\se\carplate\yolov10-pose\docs\en\reference\engine\predictor.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\se\carplate\yolov10-pose\docs\en\reference\engine\results.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 41
"d:\se\carplate\yolov10-pose\docs\en\reference\engine\trainer.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\se\carplate\yolov10-pose\docs\en\reference\engine\tuner.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\se\carplate\yolov10-pose\docs\en\reference\engine\validator.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"d:\se\carplate\yolov10-pose\docs\en\reference\hub\__init__.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 41
"d:\se\carplate\yolov10-pose\docs\en\reference\hub\auth.md", "Markdown", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
